dna_ID,isotope_ID,metric_ID,paleopath_ID,Country,Site,Region,Date,Latitude,Longitude,Sex,nealeClump_prs,siblingClump_prs,nealeLDpred_prs,siblingLDpred_prs,coverage,d13C,d15N,age,method,stature,femur_measured,femur_estimated,femur_method,LEH,PH,CO,dna_ref,metric_ref,isotope_ref,paleopath_ref,whgProp
,Balatonszárszó-Kis-erdei-dűlő_781,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,M,NA,NA,NA,NA,NA,-19.9,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_782,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,F,NA,NA,NA,NA,NA,-19.8,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_783,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,F,NA,NA,NA,NA,NA,-19.9,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_784,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,M,NA,NA,NA,NA,NA,-20.3,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_785,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,M,NA,NA,NA,NA,NA,-20.1,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_786,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,F,NA,NA,NA,NA,NA,-20.2,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_787,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,F,NA,NA,NA,NA,NA,-19.4,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_789,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,F,NA,NA,NA,NA,NA,-20,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_790,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,NA,NA,NA,NA,NA,NA,-19.3,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_791,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,F,NA,NA,NA,NA,NA,-19.9,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_792,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,M,NA,NA,NA,NA,NA,-19.9,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_793,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,M,NA,NA,NA,NA,NA,-19.7,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_794,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,F,NA,NA,NA,NA,NA,-19.8,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_795,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,F,NA,NA,NA,NA,NA,-19.8,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_796,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,NA,NA,NA,NA,NA,NA,-19.6,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_797,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,NA,NA,NA,NA,NA,NA,-19.9,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_798,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,F,NA,NA,NA,NA,NA,-20.1,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Balatonszárszó-Kis-erdei-dűlő_799,,,Hungary,Balatonszárszó-Kis-erdei-dűlő,South Central,7100,46.82,17.83,M,NA,NA,NA,NA,NA,-20.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Brno-Stary Liskovec/Novy Liskovec_2565/802,,,Czech Republic,Brno-Stary Liskovec/Novy Liskovec,South Central,6950,49.17,16.56,M,NA,NA,NA,NA,NA,-19.6,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Brno-Stary Liskovec/Novy Liskovec_5817/803,,,Czech Republic,Brno-Stary Liskovec/Novy Liskovec,South Central,6950,49.17,16.56,M,NA,NA,NA,NA,NA,-19.7,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Brno-Stary Liskovec/Novy Liskovec_7714/805,,,Czech Republic,Brno-Stary Liskovec/Novy Liskovec,South Central,6950,49.17,16.56,M,NA,NA,NA,NA,NA,-19.9,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Brno-Stary Liskovec/Novy Liskovec_7727/806,,,Czech Republic,Brno-Stary Liskovec/Novy Liskovec,South Central,6950,49.17,16.56,M,NA,NA,NA,NA,NA,-19.5,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_1,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-20.5,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_2,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-20.3,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_3,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20.2,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_4,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-20.2,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_5,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,NA,NA,NA,NA,NA,NA,-20.4,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_7,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-20.1,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_8,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20.1,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_10,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-20.1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_11,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20.1,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_12,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20.1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_14,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,NA,NA,NA,NA,NA,NA,-20,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_15,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_16,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-20.5,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_18,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,NA,NA,NA,NA,NA,NA,-20.3,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_19,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_20,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-19.8,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_21,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20.1,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_22,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-19.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_23,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,NA,NA,NA,NA,NA,NA,-20.1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_24,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-20,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_25,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,NA,NA,NA,NA,NA,NA,-20.2,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_26,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-20.3,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_27,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-20.3,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_28,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-20.3,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_29,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-20.4,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_30,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-19.9,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_31,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,NA,NA,NA,NA,NA,NA,-19.7,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_32,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20.2,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_33,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20.2,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_34,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20.4,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_35,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20.2,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_36,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20.6,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_37,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_39,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-19.8,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_40,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20.1,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_41,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-20.3,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_42,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-20.4,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_44,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,M,NA,NA,NA,NA,NA,-20,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Ensisheim les Octrois_45,,,France,Ensisheim les Octrois,South Central,7000,47.86,7.37,F,NA,NA,NA,NA,NA,-20.4,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Fuzesabony-Gubakut_1,,,Hungary,Füzesabony-Gubakút,South Central,7222,47.75,20.41,F,NA,NA,NA,NA,NA,-19.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Fuzesabony-Gubakut_2,,,Hungary,Füzesabony-Gubakút,South Central,7222,47.75,20.41,NA,NA,NA,NA,NA,NA,-20,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Fuzesabony-Gubakut_3,,,Hungary,Füzesabony-Gubakút,South Central,7222,47.75,20.41,F,NA,NA,NA,NA,NA,-19.8,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Fuzesabony-Gubakut_4,,,Hungary,Füzesabony-Gubakút,South Central,7222,47.75,20.41,F,NA,NA,NA,NA,NA,-19.8,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Fuzesabony-Gubakut_5,,,Hungary,Füzesabony-Gubakút,South Central,7222,47.75,20.41,M,NA,NA,NA,NA,NA,-20.3,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Fuzesabony-Gubakut_6,,,Hungary,Füzesabony-Gubakút,South Central,7222,47.75,20.41,NA,NA,NA,NA,NA,NA,-20.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Fuzesabony-Gubakut_9,,,Hungary,Füzesabony-Gubakút,South Central,7222,47.75,20.41,M,NA,NA,NA,NA,NA,-19.9,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Fuzesabony-Gubakut_10,,,Hungary,Füzesabony-Gubakút,South Central,7222,47.75,20.41,M,NA,NA,NA,NA,NA,-19.8,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Fuzesabony-Gubakut_11,,,Hungary,Füzesabony-Gubakút,South Central,7222,47.75,20.41,NA,NA,NA,NA,NA,NA,-20,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Fuzesabony-Gubakut_13,,,Hungary,Füzesabony-Gubakút,South Central,7222,47.75,20.41,NA,NA,NA,NA,NA,NA,-19.6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Vendenheim le Haut du Coteau_133B,,,France,Vendenheim le Haut du Coteau,South Central,6950,48.67,7.7,NA,NA,NA,NA,NA,NA,-20.2,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Vendenheim le Haut du Coteau_139,,,France,Vendenheim le Haut du Coteau,South Central,6950,48.67,7.7,M,NA,NA,NA,NA,NA,-19.8,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Vendenheim le Haut du Coteau_141,,,France,Vendenheim le Haut du Coteau,South Central,6950,48.67,7.7,NA,NA,NA,NA,NA,NA,-20.1,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Vendenheim le Haut du Coteau_148,,,France,Vendenheim le Haut du Coteau,South Central,6950,48.67,7.7,M,NA,NA,NA,NA,NA,-20.1,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Vendenheim le Haut du Coteau_151,,,France,Vendenheim le Haut du Coteau,South Central,6950,48.67,7.7,M,NA,NA,NA,NA,NA,-20.4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Vendenheim le Haut du Coteau_159,,,France,Vendenheim le Haut du Coteau,South Central,6950,48.67,7.7,NA,NA,NA,NA,NA,NA,-20.3,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Vendenheim le Haut du Coteau_161,,,France,Vendenheim le Haut du Coteau,South Central,6950,48.67,7.7,F,NA,NA,NA,NA,NA,-20.3,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Vendenheim le Haut du Coteau_172,,,France,Vendenheim le Haut du Coteau,South Central,6950,48.67,7.7,NA,NA,NA,NA,NA,NA,-20.3,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Vendenheim le Haut du Coteau_186,,,France,Vendenheim le Haut du Coteau,South Central,6950,48.67,7.7,M,NA,NA,NA,NA,NA,-20.1,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Vendenheim le Haut du Coteau_195,,,France,Vendenheim le Haut du Coteau,South Central,6950,48.67,7.7,NA,NA,NA,NA,NA,NA,-20.6,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Vendenheim le Haut du Coteau_199,,,France,Vendenheim le Haut du Coteau,South Central,6950,48.67,7.7,NA,NA,NA,NA,NA,NA,-20.1,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh8inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,,,Nitra Horné Krškany_obj3,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,,,,Ash2016ScientificReports,NA
,,,Nitra Horné Krškany_S3,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,,,,Ash2016ScientificReports,NA
,,,Nitra Horné Krškany_S8,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,,,,Ash2016ScientificReports,NA
,,,Nitra Horné Krškany_3,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,,,,Ash2016ScientificReports,NA
,,,Nitra Horné Krškany_04A,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,,,,Ash2016ScientificReports,NA
,,,Nitra Horné Krškany_04B,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,,,,Ash2016ScientificReports,NA
,,,Nitra Horné Krškany_5,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,,,,Ash2016ScientificReports,NA
,,,Nitra Horné Krškany_6,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,,,,Ash2016ScientificReports,NA
,,,Nitra Horné Krškany_7,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,,,,Ash2016ScientificReports,NA
,,,Nitra Horné Krškany_9,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,Y,,,,Ash2016ScientificReports,NA
,,,Nitra Horné Krškany_13A,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,,,,Ash2016ScientificReports,NA
,,,Nitra Horné Krškany_13B,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,N,,,,Ash2016ScientificReports,NA
,,,Nitra Horné Krškany_14,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,,,,Ash2016ScientificReports,NA
,,,Nitra Horné Krškany_15,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,,,,Ash2016ScientificReports,NA
