dna_ID,isotope_ID,metric_ID,paleopath_ID,Country,Site,Region,Date,Latitude,Longitude,Sex,nealeClump_prs,siblingClump_prs,nealeLDpred_prs,siblingLDpred_prs,coverage,d13C,d15N,age,method,stature,femur_measured,femur_estimated,femur_method,LEH,PH,CO,dna_ref,metric_ref,isotope_ref,paleopath_ref,whgProp
,Xirolimni 6625,,,Greece,Xirolimni,balkan,6500,,,NA,NA,NA,NA,NA,NA,-19.7,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Xirolimni 6626,,,Greece,Xirolimni,balkan,6500,,,NA,NA,NA,NA,NA,NA,-19.4,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Xirolimni 6627,,,Greece,Xirolimni,balkan,6500,,,NA,NA,NA,NA,NA,NA,-19.7,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Schela Cladovei M42,,,Romania,Schela Cladovei,balkan,6900,,,NA,NA,NA,NA,NA,NA,-19.4,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Schela Cladovei M43,,,Romania,Schela Cladovei,balkan,7075,,,NA,NA,NA,NA,NA,NA,-19.6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Schela Cladovei M46,,,Romania,Schela Cladovei,balkan,6925,,,NA,NA,NA,NA,NA,NA,-19.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Schela Cladovei M48,,,Romania,Schela Cladovei,balkan,6900,,,NA,NA,NA,NA,NA,NA,-19.5,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Schela Cladovei M49,,,Romania,Schela Cladovei,balkan,6975,,,NA,NA,NA,NA,NA,NA,-19.6,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Schela Cladovei M50,,,Romania,Schela Cladovei,balkan,6750,,,NA,NA,NA,NA,NA,NA,-19.6,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Schela Cladovei M55,,,Romania,Schela Cladovei,balkan,7050,,,NA,NA,NA,NA,NA,NA,-20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Hajdučka Vodenica 1,,,Serbia,Hajdučka Vodenica,balkan,6885,,,NA,NA,NA,NA,NA,NA,-18.6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Hajdučka Vodenica 12,,,Serbia,Hajdučka Vodenica,balkan,6265,,,NA,NA,NA,NA,NA,NA,-18,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Hajdučka Vodenica 15,,,Serbia,Hajdučka Vodenica,balkan,6365,,,NA,NA,NA,NA,NA,NA,-17.3,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Hajdučka Vodenica 8,,,Serbia,Hajdučka Vodenica,balkan,6350,,,NA,NA,NA,NA,NA,NA,-18.6,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 100,,,Serbia,Lepenski Vir,balkan,6100,,,NA,NA,NA,NA,NA,NA,-20.43,9.79,13,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 11,,,Serbia,Lepenski Vir,balkan,6100,,,NA,NA,NA,NA,NA,NA,-18.76,15.15,14,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 122,,,Serbia,Lepenski Vir,balkan,6052,,,F,NA,NA,NA,NA,NA,-19.5,9.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 14 OxA-11704,,,Serbia,Lepenski Vir,balkan,6234,,,F,NA,NA,NA,NA,NA,-18.6,15.7,22.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 17,,,Serbia,Lepenski Vir,balkan,6100,,,F,NA,NA,NA,NA,NA,-19.98,11.79,15.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 26 OxA-11693,,,Serbia,Lepenski Vir,balkan,6145,,,M,NA,NA,NA,NA,NA,-20.1,9.6,22.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 28,,,Serbia,Lepenski Vir,balkan,6100,,,M,NA,NA,NA,NA,NA,-20.67,15.16,65,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 31/a OxA-5827,,,Serbia,Lepenski Vir,balkan,6199,,,M,NA,NA,NA,NA,NA,-18.7,15.7,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 42a,,,Serbia,Lepenski Vir,balkan,6100,,,M,NA,NA,NA,NA,NA,-20.15,11.65,30,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 44 OxA-5830,,,Serbia,Lepenski Vir,balkan,6015,,,NA,NA,NA,NA,NA,NA,-18.9,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 45/b OxA-11701,,,Serbia,Lepenski Vir,balkan,6221,,,M,NA,NA,NA,NA,NA,-18.5,15.8,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 47,,,Serbia,Lepenski Vir,balkan,6100,,,F,NA,NA,NA,NA,NA,-18.54,15.02,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 50,,,Serbia,Lepenski Vir,balkan,6100,,,M,NA,NA,NA,NA,NA,-19.46,14.2,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 54/b,,,Serbia,Lepenski Vir,balkan,6100,,,F,NA,NA,NA,NA,NA,-19.78,10.38,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 54/c OxA-11696,,,Serbia,Lepenski Vir,balkan,6220,,,F,NA,NA,NA,NA,NA,-19.6,12.4,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 54/d OxA-11700,,,Serbia,Lepenski Vir,balkan,6226,,,F,NA,NA,NA,NA,NA,-17.7,15.2,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 54/e OxA-11697,,,Serbia,Lepenski Vir,balkan,6122,,,F,NA,NA,NA,NA,NA,-19.1,13,22.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 60 OxA-11715,,,Serbia,Lepenski Vir,balkan,7400,,,M,NA,NA,NA,NA,NA,-18.9,15.5,22.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 61 OxA-11698,,,Serbia,Lepenski Vir,balkan,6239,,,NA,NA,NA,NA,NA,NA,-18.8,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 64,,,Serbia,Lepenski Vir,balkan,6100,,,M,NA,NA,NA,NA,NA,-19.71,14.9,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 69 OxA-11703,,,Serbia,Lepenski Vir,balkan,7906,,,M,NA,NA,NA,NA,NA,-19,14.6,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 7/I-a OxA-12979,,,Serbia,Lepenski Vir,balkan,6066,,,M,NA,NA,NA,NA,NA,-17.5,16.6,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 7/II-b,,,Serbia,Lepenski Vir,balkan,6100,,,F,NA,NA,NA,NA,NA,-19.75,15.12,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 70,,,Serbia,Lepenski Vir,balkan,6100,,,M,NA,NA,NA,NA,NA,-18.51,15.97,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 79a OxA-11705,,,Serbia,Lepenski Vir,balkan,6198,,,NA,NA,NA,NA,NA,NA,-18.6,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 89a OxA-11702,,,Serbia,Lepenski Vir,balkan,6027,,,NA,NA,NA,NA,NA,NA,-18.1,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Lepenski Vir 99,,,Serbia,Lepenski Vir,balkan,6100,,,NA,NA,NA,NA,NA,NA,-20.31,9.14,12.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Padina 1a,,,Serbia,Padina,balkan,6350,,,NA,NA,NA,NA,NA,NA,-17.9,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Perlez-Batka C,,,Serbia,Perlez-Batka,balkan,6150,,,NA,NA,NA,NA,NA,NA,-19.9,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Topole-Bač OxA-8504,,,Serbia,Topole-Bač,balkan,7265,,,NA,NA,NA,NA,NA,NA,-19.9,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Topole-Bač OxA-8693,,,Serbia,Topole-Bač,balkan,6150,,,NA,NA,NA,NA,NA,NA,-19.7,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 11b,,,Serbia,Vlasac,balkan,7050,,,F,NA,NA,NA,NA,NA,-20.01,14.51,22.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 16,,,Serbia,Vlasac,balkan,7750,,,M,NA,NA,NA,NA,NA,-20.04,12.26,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 23,,,Serbia,Vlasac,balkan,7050,,,NA,NA,NA,NA,NA,NA,-19.31,14.23,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 24,,,Serbia,Vlasac,balkan,6375,,,F,NA,NA,NA,NA,NA,-18.73,14.39,22.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 27,,,Serbia,Vlasac,balkan,7050,,,F,NA,NA,NA,NA,NA,-19.4,14.32,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 36,,,Serbia,Vlasac,balkan,7750,,,F,NA,NA,NA,NA,NA,-19.09,14.97,22.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 42,,,Serbia,Vlasac,balkan,7050,,,NA,NA,NA,NA,NA,NA,-20.06,14.05,6,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 44,,,Serbia,Vlasac,balkan,7050,,,M,NA,NA,NA,NA,NA,-19.66,13.33,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 4a,,,Serbia,Vlasac,balkan,7050,,,M,NA,NA,NA,NA,NA,-19.19,15.07,22.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 4b,,,Serbia,Vlasac,balkan,7750,,,M,NA,NA,NA,NA,NA,-19.13,15.05,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 5,,,Serbia,Vlasac,balkan,7050,,,NA,NA,NA,NA,NA,NA,-20.26,14,14.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 51a,,,Serbia,Vlasac,balkan,7330,,,NA,NA,NA,NA,NA,NA,-19.1,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 54,,,Serbia,Vlasac,balkan,6700,,,M,NA,NA,NA,NA,NA,-20.04,14.22,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 6,,,Serbia,Vlasac,balkan,7050,,,M,NA,NA,NA,NA,NA,-19.71,15.15,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 65a,,,Serbia,Vlasac,balkan,7750,,,F,NA,NA,NA,NA,NA,-19.69,14.06,22.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 66a,,,Serbia,Vlasac,balkan,7750,,,NA,NA,NA,NA,NA,NA,-20.73,10.12,6,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 69,,,Serbia,Vlasac,balkan,7750,,,M,NA,NA,NA,NA,NA,-19.42,14.41,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 80,,,Serbia,Vlasac,balkan,7050,,,F,NA,NA,NA,NA,NA,-19.51,13.14,22.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 80a,,,Serbia,Vlasac,balkan,7050,,,F,NA,NA,NA,NA,NA,-19.45,14.81,22.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 81,,,Serbia,Vlasac,balkan,7050,,,F,NA,NA,NA,NA,NA,-18.97,13.72,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 83,,,Serbia,Vlasac,balkan,6725,,,NA,NA,NA,NA,NA,NA,-19.1,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Vlasac 84M,,,Serbia,Vlasac,balkan,7750,,,M,NA,NA,NA,NA,NA,-19.37,14.98,30,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Grotta d'Oriente X (Sicily),,,Italy,Grotta d'Oriente,mediterranean,7665,,,NA,NA,NA,NA,NA,NA,-17.8,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Grotta della Molara 2,,,Italy,Grotta della Molara,mediterranean,7434,,,NA,NA,NA,NA,NA,NA,-20.2,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Mondeval de Sora,,,Italy,Mondeval de Sora,mediterranean,6274,,,NA,NA,NA,NA,NA,NA,-19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Arapouco,,,Portugal,Arapouco,mediterranean,6096,,,NA,NA,NA,NA,NA,NA,-16.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Cabeço da Amoreira CAM-00-01,,,Portugal,Cabeço da Amoreira,mediterranean,6192,,,NA,NA,NA,NA,NA,NA,-16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Cabeço da Arruda 42,,,Portugal,Cabeço da Arruda,mediterranean,6340,,,NA,NA,NA,NA,NA,NA,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Cabeço das Amoreiras 5 Beta-125110,,,Portugal,Cabeço das Amoreiras,mediterranean,6117,,,NA,NA,NA,NA,NA,NA,-20.8,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Cabeço do Pez,,,Portugal,Cabeço do Pez,mediterranean,6117,,,NA,NA,NA,NA,NA,NA,-19.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Coves de Santa Maira 7692,,,Spain,Coves de Santa Maira,mediterranean,7562,,,F,NA,NA,NA,NA,NA,-18,8.8,30,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Coves de Santa Maira 7961,,,Spain,Coves de Santa Maira,mediterranean,7562,,,M,NA,NA,NA,NA,NA,-18.1,9.4,30,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Coves de Santa Maira 9051,,,Spain,Coves de Santa Maira,mediterranean,7327,,,NA,NA,NA,NA,NA,NA,-17.8,9.9,6,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,El Collado 1,,,Spain,El Collado,mediterranean,6440,,,NA,NA,NA,NA,NA,NA,-19.5,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,El Collado 12,,,Spain,El Collado,mediterranean,6440,,,M,NA,NA,NA,NA,NA,-19,9.5,36.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,El Collado 13,,,Spain,El Collado,mediterranean,6440,,,M,NA,NA,NA,NA,NA,-18.1,10.4,36.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,El Collado 2,,,Spain,El Collado,mediterranean,6440,,,F,NA,NA,NA,NA,NA,-19.1,8.9,36.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,El Collado 3,,,Spain,El Collado,mediterranean,6440,,,M,NA,NA,NA,NA,NA,-17.6,10.2,36.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,El Collado 4,,,Spain,El Collado,mediterranean,6440,,,M,NA,NA,NA,NA,NA,-17.6,12.8,36.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,El Collado 5,,,Spain,El Collado,mediterranean,6440,,,F,NA,NA,NA,NA,NA,-18.2,10.6,36.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,El Collado 6,,,Spain,El Collado,mediterranean,6440,,,M,NA,NA,NA,NA,NA,-18.2,10.9,36.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,El Collado 7,,,Spain,El Collado,mediterranean,6440,,,F,NA,NA,NA,NA,NA,-17.9,8.9,36.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,"Jaizkibel 3, Guipúzkoa",,,Spain,Jaizkibel,mediterranean,7160,,,M,NA,NA,NA,NA,NA,-16.7,11.5,30,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Penya del Comptador 9097,,,Spain,Penya del Comptador,mediterranean,7979,,,NA,NA,NA,NA,NA,NA,-18.6,7.6,30,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Penya del Comptador 9098,,,Spain,Penya del Comptador,mediterranean,7979,,,NA,NA,NA,NA,NA,NA,-18.2,7.6,30,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,Penya del Comptador 9099,,,Spain,Penya del Comptador,mediterranean,7979,,,NA,NA,NA,NA,NA,NA,-18.7,7.8,30,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
,"Poza l_Egua, Asturia",,,Spain,Poza,mediterranean,7465,,,M,NA,NA,NA,NA,NA,-16.7,12.2,37.5,NA,NA,NA,NA,NA,NA,NA,NA,,,Scheibner2016monograph,,NA
Bar31.SG,,,,Turkey,Barçin,anatoliaEF,8272,40.3037,29.6085,M,0.318802392,0.377861216,-0.542238101,0.859406831,0.91407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hofmanova2016PNAS,,,,0.004593
I0707,,,,Turkey,Barçin,anatoliaEF,8096,40.3037,29.57,F,2.272010629,1.700624101,2.403249385,2.461133689,0.8544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I0708,,,,Turkey,Barçin,anatoliaEF,8101,40.3037,29.6085,M,1.263930208,0.650144175,0.83243675,0.112307741,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,0.002009
I0709,,,,Turkey,Barçin,anatoliaEF,8085,40.3037,29.6085,M,0.516789046,0.490777356,1.472978911,0.372431276,0.8234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I0736,,,,Turkey,Barçin,anatoliaEF,8300,40.3037,29.6085,F,1.307732724,-0.062326851,0.583202124,0.660975478,0.6872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I0744,,,,Turkey,Barçin,anatoliaEF,8270,40.3037,29.6085,M,0.313194395,1.656405902,0.752306206,0.899881899,0.7352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I0745,,,,Turkey,Barçin,anatoliaEF,8243,40.3037,29.6085,M,-0.699040819,1.116571329,0.092221439,0.742319158,0.8312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I0854_published,,,,Turkey,Barçin,anatoliaEF,8104,40.3037,29.6085,F,0.113615429,-0.412808213,0.15259946,-0.374625037,0.303377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I1096,,,,Turkey,Barçin,anatoliaEF,8300,40.3037,29.6085,M,1.685089109,1.254985047,0.600558641,1.13537476,0.6323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I1097,,,,Turkey,Barçin,anatoliaEF,8282,40.3037,29.6085,M,-0.324963079,0.521423751,-0.283725784,0.378419978,0.6292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I1098,,,,Turkey,Barçin,anatoliaEF,8282,40.3037,29.6085,F,1.554829171,0.910203167,-0.78409111,-0.244849872,0.6735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I1099,,,,Turkey,Barçin,anatoliaEF,8300,40.3037,29.6085,M,0.599137189,-0.144791417,1.2201244,-0.190506682,0.4508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I1100,,,,Turkey,Barçin,anatoliaEF,8300,40.3037,29.6085,F,-1.429006883,0.24371366,-0.557407304,-0.09188132,0.2536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I1101,,,,Turkey,Barçin,anatoliaEF,8300,40.3037,29.6085,M,0.104967053,0.253434786,0.954353083,1.950680028,0.5513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I1102,,,,Turkey,Barçin,anatoliaEF,8300,40.3037,29.6085,M,-1.61871971,-1.205294638,-0.241945358,-0.394267978,0.3432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I1103,,,,Turkey,Barçin,anatoliaEF,8300,40.3037,29.6085,M,1.013078842,-0.252449601,-0.162238096,-0.285427603,0.5042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I1579_published,,,,Turkey,Barçin,anatoliaEF,8072,40.3037,29.6085,F,1.024387936,-1.647848378,0.843731677,0.475171731,0.35249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I1580_published,,,,Turkey,Barçin,anatoliaEF,8205,40.3037,29.6085,F,1.472833902,0.008380918,1.463659045,0.21977927,0.38887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I1581_published,,,,Turkey,Barçin,anatoliaEF,8252,40.3037,29.6085,F,-0.545195007,-0.412945383,-0.595621435,-1.231343033,0.35491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I1583_published,,,,Turkey,Barçin,anatoliaEF,8273,40.3037,29.6085,M,-1.239762738,0.046404633,-1.091401525,-0.540161307,0.487998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,0.099849
ANI152,,,,Bulgaria,Varna,balkan,6475,43.21,27.86,M,-0.695269644,0.65337327,1.273473258,-1.399488666,0.0216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,0.124937
ANI153,,,,Bulgaria,Varna,balkan,6434,43.21,27.86,M,0.528899067,-0.732919507,1.421989706,-0.482387446,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,0.062147
ANI159-ANI181,,,,Bulgaria,Varna,balkan,6566,43.21,27.86,M,-0.299393867,-1.649446698,-0.610595276,1.009868683,0.3475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,0.098166
ANI160,,,,Bulgaria,Varna,balkan,6533,43.21,27.86,M,-0.51295287,-0.038234563,-1.040902638,-1.820614168,0.0513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,0.067647
I0679_d,,,,Bulgaria,Krepost,balkan,7617,42.02,25.6,F,1.481429,0.039301651,1.742220757,0.962036067,0.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,0.018155
I0698_published,,,,Bulgaria,Yabalkovo,balkan,7900,42.1,25.75,M,1.650654386,2.348392986,1.534965787,2.545333979,0.6049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I0700,,,,Bulgaria,Malak Preslavets,balkan,7934,43.98,26.4,M,-0.992932338,1.536879794,2.067523531,1.39906585,0.3017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,0.238444
I0704_published,,,,Bulgaria,Veliko Tarnovo,balkan,7892,43.16,25.88,F,-0.733371509,0.161084094,-0.870597699,-1.527518552,0.0839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
I0706,,,,Bulgaria,Veliko Tarnovo,balkan,7899,43.16,25.88,M,-1.110163844,-1.056114128,-0.340675413,-0.449458142,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,0.126304
I0781,,,,Bulgaria,Yunatsite,balkan,6404,42.23,24.26,F,0.651137132,-1.39698569,-0.085694915,1.151475812,0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,0.021411
I0785,,,,Bulgaria,Yunatsite,balkan,6353,42.23,24.26,F,0.613571684,0.522304417,0.152438575,0.313365567,0.0656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mathieson2018Nature,,,,1.00E-05
